snapped_at,price,market_cap,total_volume
2023-12-11 00:00:00 UTC,2210.045087808707,0.0,97086.96976631932
2023-12-12 00:00:00 UTC,2210.045087808707,0.0,97086.96976631932
2023-12-13 00:00:00 UTC,2192.648314696763,0.0,50030.355541030105
2023-12-14 00:00:00 UTC,2259.5840258298467,0.0,69681.0713110539
2023-12-15 00:00:00 UTC,2317.7943987242784,0.0,131988.47056099842
2023-12-16 00:00:00 UTC,2230.054226247155,35403102.12582775,77097.51330120278
2023-12-17 00:00:00 UTC,2249.019115993118,35713825.63825659,28153.59467199431
2023-12-18 00:00:00 UTC,2212.172459045771,35567639.63711794,53393.64775786691
2023-12-19 00:00:00 UTC,2211.2148142187793,62682014.01557165,126400.32614996002
2023-12-20 00:00:00 UTC,2156.240872368897,62576049.46325562,129384.63645752116
2023-12-21 00:00:00 UTC,2189.907351912533,62576049.46325562,150139.7407470897
2023-12-22 00:00:00 UTC,2247.963725675588,62576049.46325562,124382.39157349397
2023-12-23 00:00:00 UTC,2319.110920743235,62576049.46325562,638916.2137996916
2023-12-24 00:00:00 UTC,2323.8366363690943,62576049.46325562,1090597.2793443762
2023-12-25 00:00:00 UTC,2274.1239834549287,62576049.46325562,2319883.1919766464
2023-12-26 00:00:00 UTC,2282.7213102557143,62576049.46325562,543508.6727631359
2023-12-27 00:00:00 UTC,2229.738712440789,62576049.46325562,113152.57336569775
2023-12-28 00:00:00 UTC,2386.2540241689803,62576049.46325562,149669.67925002697
2023-12-29 00:00:00 UTC,2357.877629335044,62576049.46325562,269151.13617202686
2023-12-30 00:00:00 UTC,2290.817186057363,62576049.46325562,158613.07130874356
2023-12-31 00:00:00 UTC,2300.682295872351,62576049.46325562,30839.70759053698
2024-01-01 00:00:00 UTC,2280.8641090002534,62576049.46325562,45981.49318140554
2024-01-02 00:00:00 UTC,2346.359877595333,62576049.46325562,58592.57036032556
2024-01-03 00:00:00 UTC,2375.397610738279,62576049.46325562,311399.44125867344
2024-01-04 00:00:00 UTC,2220.9900072280966,62576049.46325562,543372.4702882344
2024-01-05 00:00:00 UTC,2282.838268250955,62576049.46325562,71225.93734214909
2024-01-06 00:00:00 UTC,2274.1702547227897,62576049.46325562,75285.19870575545
2024-01-07 00:00:00 UTC,2254.274646056116,62576049.46325562,126144.94969656256
2024-01-08 00:00:00 UTC,2232.614332416766,62576049.46325562,31582.239766949824
2024-01-09 00:00:00 UTC,2343.403063506818,62576049.46325562,787759.9102372733
2024-01-10 00:00:00 UTC,2353.288266506593,62576049.46325562,312775.229400734
2024-01-11 00:00:00 UTC,2612.536554618358,62576049.46325562,577476.5247376056
2024-01-12 00:00:00 UTC,2632.6684741195686,62576049.46325562,605880.3815915136
2024-01-13 00:00:00 UTC,2534.3654142762975,62576049.46325562,894005.357072088
2024-01-14 00:00:00 UTC,2586.3260046662667,62576049.46325562,59448.47021155835
2024-01-15 00:00:00 UTC,2487.575330101145,62576049.46325562,377878.38710722944
2024-01-16 00:00:00 UTC,2535.273732966485,62576049.46325562,53041.67437442088
2024-01-17 00:00:00 UTC,2602.8165471176417,62576049.46325562,126940.49614187595
2024-01-18 00:00:00 UTC,2541.1506273283717,62576049.46325562,83801.68875020204
2024-01-19 00:00:00 UTC,2481.8371278508776,62576049.46325562,2842255.2191048814
2024-01-20 00:00:00 UTC,2505.0979674585888,62576049.46325562,265776.5884466032
2024-01-21 00:00:00 UTC,2482.3172622763786,62576049.46325562,18898.663748762177
2024-01-22 00:00:00 UTC,2472.0346331820306,62576049.46325562,239933.94923296434
2024-01-23 00:00:00 UTC,2329.422023411368,62576049.46325562,139280.07842759707
2024-01-24 00:00:00 UTC,2252.3446621291255,62576049.46325562,348656.7971897565
