snapped_at,price,market_cap,total_volume
2023-07-07 00:00:00 UTC,1869.221657755838,0.0,9.341158021189495
2023-07-08 00:00:00 UTC,1869.221657755838,0.0,9.341158021189495
2023-07-11 00:00:00 UTC,1878.143597403041,0.0,112.68008546546262
2023-07-12 00:00:00 UTC,1878.143597403041,0.0,112.68008546546262
2023-07-13 00:00:00 UTC,1872.3939666048243,0.0,7.419903951248165
2023-07-14 00:00:00 UTC,1880.1894768195025,0.0,27383.13316479704
2023-07-15 00:00:00 UTC,1994.3284244583883,0.0,98.90306502481518
2023-07-16 00:00:00 UTC,1929.9713419872626,0.0,7.648070994467833
2023-07-17 00:00:00 UTC,1934.0296466244417,0.0,454.434818896816
2023-07-18 00:00:00 UTC,1893.2154127832994,0.0,2140.054506015484
2023-07-19 00:00:00 UTC,1893.2154127832994,0.0,2140.054506015484
2023-07-20 00:00:00 UTC,1895.700073090444,0.0,247.8946984442462
2023-07-22 00:00:00 UTC,1891.0314932599617,0.0,17169.064039129804
2023-07-23 00:00:00 UTC,1891.0314932599617,0.0,17169.064039129804
2023-07-25 00:00:00 UTC,1855.962741360637,0.0,2770.0639065339574
2023-07-26 00:00:00 UTC,1855.962741360637,0.0,2770.0639065339574
2023-07-27 00:00:00 UTC,1871.44653289957,0.0,1489.3478806284108
2023-07-28 00:00:00 UTC,1868.9001343017005,0.0,193.03710377926387
2023-07-29 00:00:00 UTC,1869.9659886183401,0.0,13558.955527080305
2023-07-30 00:00:00 UTC,1878.4295353148225,0.0,121.90741989588305
2023-07-31 00:00:00 UTC,1872.4312162040687,0.0,121.51813746992205
2023-08-01 00:00:00 UTC,1854.4586646927858,15841018.630529536,8.376610251124433
2023-08-02 00:00:00 UTC,1844.529705307812,15718074.075326018,3412.8686360811653
2023-08-03 00:00:00 UTC,1844.529705307812,15718074.075326018,3412.8686360811653
2023-08-04 00:00:00 UTC,1843.6755924950326,16154524.224215722,92.03995243432199
2023-08-05 00:00:00 UTC,1831.5694612161728,17169606.36143069,507.53303395524773
2023-08-06 00:00:00 UTC,1835.6499045424878,17307020.39675827,159.62393899841095
2023-08-07 00:00:00 UTC,1827.4754069989062,17496817.7408378,843.6368202450143
2023-08-08 00:00:00 UTC,1828.0936246505164,17620189.602588277,101.53964433208783
2023-08-09 00:00:00 UTC,1863.6554484768926,20243542.835014872,1750.466588472183
2023-08-10 00:00:00 UTC,1861.6612143739144,20482241.570261024,18013.478511071855
2023-08-11 00:00:00 UTC,1852.383523285656,20492829.66181156,4779.414616700085
2023-08-12 00:00:00 UTC,1848.6934039088346,20269089.01804604,4623.907741821437
2023-08-13 00:00:00 UTC,1840.4018220637656,20224254.843619525,4613.2852063004275
2023-08-14 00:00:00 UTC,1840.4018220637656,20224254.843619525,4613.2852063004275
2023-08-15 00:00:00 UTC,1838.3647459620993,20211616.461529452,4608.178923025079
2023-08-16 00:00:00 UTC,1839.1395694278533,20287594.897626612,29360.10208860488
2023-08-17 00:00:00 UTC,1813.2777304261087,20012092.532929968,126135.76281207586
2023-08-18 00:00:00 UTC,1691.432739156037,18595553.934247315,260805.4136670567
2023-08-19 00:00:00 UTC,1663.9836339711721,22481045.06467042,10772.272201053698
2023-08-20 00:00:00 UTC,1672.0068371477882,21937602.25475405,3882.104132460991
2023-08-21 00:00:00 UTC,1687.0310501182319,22267103.667166706,3374.062100236464
2023-08-22 00:00:00 UTC,1674.4339384534676,22322911.83461894,413573.39923750947
2023-08-23 00:00:00 UTC,1640.6734822900878,22251457.240190174,327957.2199121256
2023-08-24 00:00:00 UTC,1682.221400145168,22816449.10049357,46732.28631151839
2023-08-25 00:00:00 UTC,1663.2088511411844,22413517.741425592,608449.5827035705
2023-08-26 00:00:00 UTC,1656.0681685755064,22541943.40916984,39607.54462258121
2023-08-27 00:00:00 UTC,1650.1270182991939,22447302.859148182,7053.255116178974
2023-08-28 00:00:00 UTC,1644.1975595118013,22719507.991644252,23282.41616247727
2023-08-29 00:00:00 UTC,1644.1975595118013,22719507.991644252,23282.41616247727
2023-08-30 00:00:00 UTC,1742.009547346305,24051184.55271839,423075.93680532987
2023-08-31 00:00:00 UTC,1722.2388255826568,24011707.752449658,416554.8957343579
2023-09-01 00:00:00 UTC,1632.647028600237,24553671.072382644,1902.408198717634
2023-09-02 00:00:00 UTC,1632.647028600237,24553671.072382644,1902.408198717634
2023-09-03 00:00:00 UTC,1641.7242630989795,24696229.78131352,3067.730682168603
2023-09-04 00:00:00 UTC,1636.816982692354,24623857.175394133,6678.631134563266
2023-09-05 00:00:00 UTC,1638.5454579431334,24596730.8521334,52329.22115043596
2023-09-06 00:00:00 UTC,1641.3469988215354,24878274.41022736,54024.29682180232
2023-09-07 00:00:00 UTC,1641.6742714660372,24684918.974345636,2389.723358666051
2023-09-08 00:00:00 UTC,1653.146977323667,27732341.862378247,257.94071719945754
2023-09-09 00:00:00 UTC,1642.5428982159326,29074270.029778257,410.635724553984
2023-09-10 00:00:00 UTC,1638.4730027745022,29009154.693603154,409.6182506936263
2023-09-11 00:00:00 UTC,1593.809614233904,28407585.223488968,15.898435891200483
2023-09-12 00:00:00 UTC,1593.809614233904,28407585.223488968,15.898435891200483
2023-09-13 00:00:00 UTC,1598.8252150826488,28478317.159202974,639.64885365928
2023-09-14 00:00:00 UTC,1611.906812510124,28686582.308211673,241.78602187651856
2023-09-15 00:00:00 UTC,1633.6786612337473,29088818.070749104,772.2288929280685
2023-09-16 00:00:00 UTC,1648.4599061216193,29333293.427510887,212.25060839144882
